id,market,survey_date,customer_name,month,quarter,rating
2749,UK,14/07/2021,Travis Adams,7,3,9
2750,UK,28/12/2021,Anna Murphy,12,4,9
2751,US,9/6/21,Kathy Jacobs,6,2,8
2752,US,7/11/21,Brian Murray,11,4,9
2753,MEX,5/5/21,Benjamin Becker,5,2,10
2754,UK,18/01/2021,Danielle Ford,1,1,5
2755,MEX,31/08/2021,Tracy Jones,8,3,8
2756,MEX,16/10/2021,Vicki Martinez,10,4,9
2757,US,6/9/21,Hannah Brown,9,3,1
2758,US,12/11/21,Gregory Morrison,11,4,9
2759,US,26/05/2021,Tracey Williams,5,2,10
2760,UK,1/6/21,Carolyn Porter,6,2,8
2761,UK,14/10/2021,Amanda Lopez,10,4,4
2762,UK,28/10/2021,Vanessa Robbins,10,4,8
2763,US,12/5/21,William Sparks,5,2,5
2764,UK,25/12/2021,Christopher Payne,12,4,9
2765,UK,8/5/21,Daniel Brown,5,2,7
2766,MEX,24/11/2021,Dennis Gilbert,11,4,8
2767,US,2/9/21,Meagan King,9,3,9
2768,US,10/1/21,Allen Peters,1,1,10
2769,UK,26/12/2021,Jacob Meadows,12,4,5
2770,MEX,17/07/2021,Joseph Martin,7,3,9
2771,US,7/8/21,Morgan Roberts,8,3,10
2772,UK,7/3/21,Travis Johnson,3,1,3
2773,MEX,28/01/2021,Brittany Bowman,1,1,10
2774,UK,29/11/2021,Nicole Woodward,11,4,4
2775,US,10/7/21,Michael Jimenez,7,3,0
2776,US,17/01/2021,Kevin Dean,1,1,10
2777,MEX,3/7/21,Jennifer Hughes,7,3,8
2778,UK,7/9/21,Theresa Bishop,9,3,10
2779,MEX,27/02/2021,Sharon Stewart,2,1,7
2780,MEX,11/10/21,Sandra Simmons,10,4,1
2781,US,29/09/2021,Rebekah Munoz,9,3,2
2782,MEX,5/3/21,Andrew Oliver,3,1,10
2783,MEX,21/05/2021,Michael Lynn,5,2,7
2784,US,7/4/21,Victor Wagner,4,2,6
2785,MEX,23/08/2021,Richard Buck,8,3,0
2786,US,18/07/2021,James Wells,7,3,10
2787,UK,12/1/21,Hannah Mills,1,1,8
2788,MEX,10/3/21,James Oliver,3,1,10
2789,MEX,31/10/2021,Frank Mckinney,10,4,9
2790,MEX,9/4/21,Andrew Cox,4,2,10
2791,US,3/8/21,Danny Peterson,8,3,8
2792,UK,5/2/21,Hannah Parks,2,1,4
2793,UK,5/9/21,Amanda Mcgrath,9,3,10
2794,MEX,17/08/2021,Lacey Edwards,8,3,10
2795,UK,30/11/2021,Jennifer Wright,11,4,7
2796,US,28/05/2021,Lydia Lee,5,2,10
2797,UK,8/2/21,Brandi West,2,1,10
2798,MEX,2/3/21,Jared Young,3,1,9
2799,US,17/02/2021,Jennifer Lane,2,1,10
2800,US,22/03/2021,Tracy Bruce,3,1,0
2801,US,18/05/2021,Susan Cruz,5,2,10
2802,MEX,7/10/21,Greg Duncan,10,4,9
2803,US,27/02/2021,Amber Nash,2,1,10
2804,US,23/12/2021,Albert Huff,12,4,6
2805,US,30/01/2021,Pamela Steele,1,1,10
2806,MEX,10/7/21,Valerie Stephens,7,3,8
2807,US,6/4/21,Anthony Johnson,4,2,7
2808,US,3/2/21,Dennis Hubbard,2,1,10
2809,US,23/12/2021,Kaitlyn Chapman,12,4,10
2810,MEX,29/01/2021,Tara Williams,1,1,10
2811,US,15/04/2021,Brian Barker,4,2,10
2812,MEX,17/03/2021,Jennifer Keith,3,1,10
2813,UK,26/04/2021,Kelly Wood,4,2,5
2814,UK,4/7/21,Connie Collins,7,3,5
2815,US,17/01/2021,Vanessa Smith,1,1,5
2816,US,5/4/21,Audrey Clark,4,2,10
2817,MEX,1/11/21,Jesse Miller,11,4,3
2818,UK,20/03/2021,Raymond Mayer,3,1,0
2819,US,1/1/21,Leslie Johnson,1,1,0
2820,UK,28/10/2021,Kevin Nelson,10,4,0
2821,US,30/08/2021,Rebecca Villanueva,8,3,8
2822,UK,12/10/21,Loretta Williams,10,4,3
2823,US,16/06/2021,Lydia Phillips,6,2,10
2824,US,17/01/2021,Robert Silva,1,1,10
2825,US,28/08/2021,Ryan Barnes,8,3,10
2826,US,22/05/2021,Jamie Medina,5,2,8
2827,UK,3/1/21,Jose Bishop,1,1,10
2828,MEX,24/05/2021,Bethany Kennedy,5,2,10
2829,UK,30/06/2021,Reginald Martinez,6,2,7
2830,MEX,6/11/21,Dr. Robert Gomez,11,4,10
2831,UK,26/07/2021,Gabriel Silva,7,3,10
2832,US,19/03/2021,Anthony Mills,3,1,4
2833,MEX,2/11/21,Manuel Solomon,11,4,0
2834,US,4/9/21,Amanda Martinez,9,3,3
2835,UK,17/08/2021,Sierra Riley,8,3,7
2836,UK,11/9/21,Kelly Ryan,9,3,1
2837,UK,5/5/21,Cynthia Smith,5,2,9
2838,US,4/6/21,Kathryn Whitehead,6,2,5
2839,US,11/12/21,Ronald Lewis,12,4,10
2840,US,22/11/2021,Andrea Davidson,11,4,8
2841,US,29/11/2021,Carla Santiago,11,4,1
2842,MEX,1/6/21,Michelle Briggs,6,2,10
2843,MEX,24/09/2021,Michael Allen,9,3,7
2844,MEX,30/07/2021,Shane Perez,7,3,5
2845,MEX,9/6/21,Ethan Flynn,6,2,5
2846,US,29/11/2021,Sharon White,11,4,9
2847,UK,1/11/21,Todd Shah,11,4,10
2848,MEX,25/07/2021,Charlotte Cervantes,7,3,9
2849,US,16/06/2021,Deborah Morales,6,2,10
2850,UK,10/2/21,Juan Woodard,2,1,7
2851,UK,7/8/21,Hannah Shepherd,8,3,10
2852,MEX,15/11/2021,Adam Gonzalez,11,4,10
2853,MEX,23/01/2021,Edwin Rodriguez,1,1,8
2854,UK,6/7/21,Lance Riley,7,3,10
2855,UK,8/6/21,Michaela Thomas,6,2,7
2856,MEX,12/12/21,Tracie Young,12,4,5
2857,US,7/6/21,Nicole Blake,6,2,0
2858,UK,28/02/2021,Ryan Martinez,2,1,6
2859,US,19/03/2021,Shelly Perez,3,1,10
2860,US,15/03/2021,Charles Everett,3,1,10
2861,UK,30/03/2021,Christopher Washington,3,1,10
2862,UK,6/12/21,Kimberly Moore,12,4,1
2863,UK,9/9/21,Colleen Hayes,9,3,10
2864,UK,6/2/21,Melissa Johnson,2,1,5
2865,UK,2/8/21,Lisa Jones,8,3,10
2866,US,24/09/2021,Julie Miller,9,3,9
2867,US,6/2/21,Amanda Wright,2,1,0
2868,US,29/10/2021,Matthew Morales,10,4,3
2869,UK,12/7/21,Heather Gay,7,3,0
2870,UK,1/12/21,Jacqueline Freeman,12,4,0
2871,US,6/9/21,Matthew Vaughn,9,3,10
2872,US,20/01/2021,Heather Reese,1,1,10
2873,UK,11/10/21,William Garner,10,4,8
2874,US,23/02/2021,Debra Cummings,2,1,3
2875,US,23/01/2021,Jeremy Lawrence,1,1,9
2876,US,30/06/2021,Aaron Strong,6,2,10
2877,US,3/11/21,Robert Skinner,11,4,7
2878,MEX,23/11/2021,Dominique Lee,11,4,9
2879,MEX,9/7/21,Robert Snow,7,3,8
2880,US,11/5/21,Kendra Zamora,5,2,5
2881,US,12/10/21,Andrew Castillo,10,4,10
2882,MEX,26/08/2021,Sandra Armstrong,8,3,8
2883,US,21/02/2021,Daniel Owens,2,1,8
2884,US,3/9/21,Stephanie Gordon,9,3,9
2885,MEX,9/7/21,Thomas Rodgers,7,3,5
2886,MEX,8/10/21,Jeffrey Livingston,10,4,10
2887,US,1/3/21,Brittany Gaines,3,1,10
2888,MEX,16/05/2021,Anna Johnson,5,2,8
2889,UK,10/10/21,Ashley White,10,4,10
2890,UK,29/07/2021,Amber Long,7,3,7
2891,MEX,18/10/2021,Robert Padilla,10,4,9
2892,UK,18/07/2021,Alexandria Thompson DVM,7,3,8
2893,US,10/7/21,Lori Garcia,7,3,8
2894,MEX,24/06/2021,James Craig,6,2,9
2895,UK,14/06/2021,Jean Craig,6,2,7
2896,MEX,30/06/2021,Brittney Ford,6,2,0
2897,MEX,10/5/21,Tyler Rodriguez,5,2,10
2898,US,3/12/21,Ronald Richards,12,4,4
2899,US,7/6/21,Jeffery Rodriguez,6,2,7
2900,UK,6/9/21,Robert Costa,9,3,0
2901,US,28/03/2021,Valerie Collins,3,1,9
2902,US,20/11/2021,Brad Gilbert,11,4,10
2903,MEX,19/09/2021,Susan Walter,9,3,5
2904,MEX,20/01/2021,Brittany Fry,1,1,7
2905,US,30/05/2021,Christopher Shaw,5,2,8
2906,UK,16/02/2021,Joshua Perez,2,1,10
2907,UK,11/4/21,John Pollard,4,2,10
2908,UK,2/12/21,Michelle Roberts,12,4,10
2909,MEX,19/07/2021,Rebecca Sanchez,7,3,9
2910,UK,30/09/2021,Dawn Foley,9,3,5
2911,MEX,30/04/2021,Victoria Molina,4,2,10
2912,US,21/08/2021,Dr. Jeanette Blackwell,8,3,4
2913,MEX,23/11/2021,Vincent Johnson,11,4,0
2914,UK,15/09/2021,Catherine Combs,9,3,6
2915,MEX,30/11/2021,Casey Bowman,11,4,2
2916,MEX,25/08/2021,Cindy Hood,8,3,7
2917,US,3/7/21,David Diaz,7,3,1
2918,UK,11/12/21,Luis Reyes,12,4,10
2919,UK,26/05/2021,Justin Baker,5,2,10
2920,UK,17/07/2021,Paul Tran,7,3,7
2921,UK,1/12/21,Joanna Marshall,12,4,10
2922,MEX,12/7/21,Marvin Mccoy,7,3,10
2923,MEX,17/01/2021,Robert Cardenas,1,1,10
2924,MEX,27/03/2021,Katie Martinez,3,1,10
2925,US,1/6/21,Ashley Fisher,6,2,10
2926,MEX,27/12/2021,Stephanie Miller,12,4,10
2927,UK,1/1/21,Jeffery Sandoval,1,1,10
2928,UK,23/02/2021,Hannah Castillo,2,1,9
2929,US,14/07/2021,John Hardin,7,3,10
2930,MEX,12/9/21,Jacqueline Jordan,9,3,10
2931,MEX,7/5/21,Steven Olsen,5,2,10
2932,UK,7/3/21,Mary Irwin,3,1,8
2933,MEX,6/2/21,Russell Frazier,2,1,8
2934,UK,8/12/21,Brady Pena,12,4,9
2935,UK,21/04/2021,Aaron House,4,2,10
2936,UK,24/05/2021,Karen Mejia,5,2,0
2937,UK,21/07/2021,Jennifer Weber,7,3,6
2938,MEX,15/02/2021,Jacqueline House,2,1,10
2939,UK,23/09/2021,Dakota Clark,9,3,5
2940,US,22/06/2021,Eric Cook,6,2,10
2941,UK,15/04/2021,Jason Davis,4,2,0
2942,MEX,25/07/2021,Brianna Dunlap,7,3,10
2943,UK,30/09/2021,Cynthia Webb,9,3,9
2944,US,5/9/21,Steven Banks,9,3,9
2945,US,6/11/21,Shelly Wilkins,11,4,4
2946,MEX,12/5/21,Sean James,5,2,10
2947,UK,6/10/21,Kevin Clark,10,4,10
2948,MEX,13/08/2021,Anthony Schmidt,8,3,10
2949,UK,26/09/2021,Teresa Novak,9,3,7
2950,UK,13/03/2021,Michael Flores,3,1,10
2951,US,5/10/21,Kathryn Salazar,10,4,5
2952,US,20/11/2021,Rebecca Martinez,11,4,4
2953,UK,18/10/2021,John Stephenson,10,4,8
2954,UK,8/9/21,Stacey Robinson,9,3,7
2955,UK,25/09/2021,Stephen Erickson,9,3,10
2956,MEX,15/05/2021,Andrew Ortiz,5,2,10
2957,US,10/9/21,Brandi Torres,9,3,10
2958,US,30/07/2021,Caroline Hamilton,7,3,4
2959,MEX,25/07/2021,Michelle Farrell,7,3,10
2960,UK,19/07/2021,Robert Bradford,7,3,8
2961,US,13/09/2021,Blake Mccoy,9,3,0
2962,UK,20/03/2021,Lucas Hayes,3,1,0
2963,US,3/1/21,Elizabeth Hill,1,1,9
2964,MEX,22/11/2021,Holly Wilson,11,4,8
2965,US,7/10/21,Cody Washington,10,4,9
2966,US,3/7/21,Marie Jackson,7,3,0
2967,UK,27/08/2021,Emily Moran,8,3,10
2968,MEX,25/02/2021,John Wise,2,1,8
2969,UK,3/3/21,Frank Jones,3,1,8
2970,MEX,22/01/2021,Catherine Johnson,1,1,10
2971,US,7/11/21,Christopher Simpson,11,4,1
2972,MEX,18/06/2021,Rhonda Taylor,6,2,10
2973,MEX,25/05/2021,William Hansen,5,2,7
2974,US,15/10/2021,Joseph Taylor,10,4,9
2975,US,14/08/2021,Scott Singh,8,3,9
2976,UK,30/12/2021,Colleen Brock DDS,12,4,1
2977,MEX,21/05/2021,Brian Edwards,5,2,10
2978,US,17/03/2021,Nancy Campbell,3,1,8
2979,MEX,3/3/21,Alicia Dixon,3,1,1
2980,UK,5/6/21,John Harris,6,2,10
2981,UK,21/01/2021,Jeremiah Nicholson,1,1,10
2982,UK,31/03/2021,Francisco Neal,3,1,9
2983,US,12/11/21,Daniel Stephens,11,4,10
2984,MEX,3/7/21,Eric Daniel,7,3,10
2985,UK,17/02/2021,William Quinn,2,1,1
2986,MEX,2/3/21,Kristina Trevino,3,1,1
2987,US,21/04/2021,William Ryan,4,2,10
2988,UK,2/11/21,James Adams,11,4,10
2989,UK,1/8/21,Kenneth Dorsey,8,3,10
2990,MEX,22/10/2021,Lawrence Alexander,10,4,0
2991,UK,17/03/2021,Sheila Reed,3,1,8
2992,UK,15/05/2021,Dr. Timothy Cruz,5,2,6
2993,UK,23/09/2021,Janice Molina,9,3,6
2994,UK,29/01/2021,Laura Booker,1,1,3
2995,US,5/6/21,Kelly Smith,6,2,8
2996,UK,14/10/2021,Sarah Klein,10,4,0
2997,UK,25/07/2021,Elizabeth Robinson,7,3,8
2998,US,30/03/2021,Billy Le,3,1,10
2999,US,8/2/21,Antonio Barnett,2,1,8
3000,MEX,16/12/2021,Angel Brown,12,4,9
3001,UK,1/4/21,Karen Miller,4,2,6
3002,MEX,12/4/21,Michael Garcia,4,2,10
3003,US,2/4/21,Drew Clark,4,2,10
3004,UK,20/07/2021,Brett Allen,7,3,8
3005,US,29/12/2021,Daniel Mack,12,4,10
3006,MEX,4/3/21,Shelly Howe DVM,3,1,10
3007,US,29/11/2021,James Thomas,11,4,8
3008,UK,15/07/2021,Shannon Moore,7,3,8
3009,US,9/6/21,Sherri Sutton,6,2,3
3010,UK,1/1/21,Rebecca Larson,1,1,5
3011,UK,19/04/2021,Michael Palmer,4,2,1
3012,US,16/04/2021,Jillian Cox,4,2,9
3013,MEX,18/07/2021,Gary Scott,7,3,8
3014,US,8/6/21,Justin Jones,6,2,9
3015,US,16/03/2021,James Stone DDS,3,1,8
3016,US,21/01/2021,Summer Dixon,1,1,10
3017,UK,27/11/2021,Robert Torres,11,4,4
3018,UK,24/02/2021,Jonathan Harrell,2,1,8
3019,UK,23/07/2021,Jacqueline Peterson,7,3,4
3020,US,5/7/21,Jeff Monroe,7,3,0
3021,US,28/10/2021,Lori Fernandez,10,4,0
3022,UK,17/07/2021,Debra Zimmerman,7,3,10
3023,MEX,28/04/2021,Linda Bartlett,4,2,1
3024,UK,5/1/21,Keith Brown,1,1,5
3025,UK,3/8/21,Brad Brown,8,3,8
3026,MEX,6/1/21,Karen Hess,1,1,10
3027,MEX,4/7/21,Nicholas Smith,7,3,3
3028,MEX,8/12/21,Sue Hayes,12,4,8
3029,UK,21/05/2021,Christopher Blevins,5,2,0
3030,UK,18/05/2021,Tyler Woods,5,2,2
3031,US,27/09/2021,George Barron,9,3,3
3032,UK,8/8/21,Taylor Davis,8,3,10
3033,UK,17/07/2021,Nicholas Zamora,7,3,5
3034,MEX,21/06/2021,Roy Bennett,6,2,10
3035,MEX,29/11/2021,Joseph Brown,11,4,7
3036,MEX,11/10/21,Melissa Bauer,10,4,10
3037,US,26/05/2021,Sherry Flores,5,2,5
3038,US,2/1/21,Troy Payne,1,1,6
3039,US,22/05/2021,Tracy Owens,5,2,0
3040,MEX,28/02/2021,Kevin Rodriguez,2,1,9
3041,MEX,23/07/2021,Brooke Christensen,7,3,10
3042,US,28/05/2021,Katrina Garcia,5,2,6
3043,US,30/11/2021,Philip Black,11,4,7
3044,US,24/09/2021,Shelley Tate,9,3,9
3045,UK,6/4/21,Katie Morris,4,2,3
3046,UK,26/07/2021,Brad Kaiser,7,3,10
3047,UK,25/07/2021,Matthew Cook,7,3,8
3048,MEX,24/02/2021,Jennifer Jackson,2,1,6
3049,MEX,28/12/2021,Gerald Owens,12,4,8
3050,UK,21/03/2021,Frederick Jenkins,3,1,10
3051,MEX,6/5/21,Jeremy Sanchez,5,2,9
3052,MEX,19/08/2021,Aaron Hodges,8,3,8
3053,US,24/03/2021,Kevin Mcdowell,3,1,8
3054,UK,10/11/21,Megan Mckee,11,4,9
3055,US,26/05/2021,Deborah Bailey,5,2,7
3056,MEX,8/11/21,Anthony Bryant,11,4,8
3057,UK,7/6/21,Tom Barry,6,2,8
3058,MEX,7/7/21,Sharon Mitchell,7,3,9
3059,US,15/02/2021,Rhonda Gutierrez,2,1,7
3060,US,14/05/2021,Mary White,5,2,10
3061,MEX,5/10/21,Amanda Klein,10,4,10
3062,UK,2/7/21,Tamara Weiss,7,3,5
3063,UK,27/06/2021,Travis Meyer,6,2,10
3064,US,21/06/2021,Linda Castro,6,2,10
3065,UK,31/01/2021,Edward Edwards,1,1,10
3066,UK,24/11/2021,Timothy Williams,11,4,7
3067,MEX,1/2/21,Michael Price,2,1,0
3068,UK,24/08/2021,Reginald Jones,8,3,5
3069,MEX,5/11/21,Lauren Marsh,11,4,9
3070,UK,11/2/21,Tracy Smith,2,1,10
3071,MEX,22/01/2021,Christopher Guzman,1,1,6
3072,UK,9/7/21,Carrie Mcdaniel,7,3,9
3073,MEX,25/07/2021,Kaylee Thomas,7,3,0
3074,UK,10/12/21,Seth Hampton,12,4,9
3075,US,24/01/2021,Susan Ramirez,1,1,8
3076,MEX,21/11/2021,Richard Griffin,11,4,9
3077,US,27/09/2021,Michael Anderson,9,3,10
3078,UK,22/09/2021,Jacqueline Ramos,9,3,10
3079,MEX,7/5/21,Michele Martin,5,2,7
3080,US,28/01/2021,Matthew Pena,1,1,5
3081,US,24/12/2021,Kevin Hunter,12,4,10
3082,MEX,4/11/21,Jeremy Jones,11,4,10
3083,UK,6/10/21,Andrew Lewis,10,4,0
3084,MEX,21/11/2021,Shawn Mccann,11,4,8
3085,US,12/5/21,Donna Sims,5,2,2
3086,MEX,1/1/21,Andrew Sellers,1,1,7
3087,MEX,11/6/21,Ashlee Odonnell,6,2,3
3088,UK,21/08/2021,Amy Sanders,8,3,8
3089,UK,30/03/2021,Suzanne Douglas,3,1,5
3090,MEX,19/02/2021,Wyatt Campbell,2,1,10
3091,US,17/01/2021,Susan Cooper,1,1,0
3092,US,10/1/21,Kimberly Wilson,1,1,1
3093,US,22/12/2021,Brent Fry,12,4,10
3094,MEX,5/2/21,Pamela Hampton,2,1,10
3095,MEX,28/08/2021,Jacob Green,8,3,7
3096,US,8/4/21,Adam Griffith,4,2,10
3097,US,16/07/2021,Brian Meyer,7,3,10
3098,UK,22/02/2021,Jose Lang,2,1,10
3099,UK,29/04/2021,Adam Harrington,4,2,10
3100,MEX,30/04/2021,Katie Clark,4,2,0
3101,US,1/3/21,Kurt Boone,3,1,10
3102,US,3/6/21,Evan Baird,6,2,7
3103,UK,16/02/2021,Danielle Smith,2,1,5
3104,US,9/10/21,Michael Hansen,10,4,7
3105,UK,1/11/21,Scott Santiago,11,4,10
3106,US,21/01/2021,Stephanie Mclaughlin,1,1,1
3107,MEX,14/04/2021,Sarah Williams,4,2,5
3108,UK,4/3/21,Kevin Burgess,3,1,7
3109,US,5/8/21,Stephanie Mccoy,8,3,10
3110,US,12/1/21,Sherri Trevino,1,1,7
3111,US,25/08/2021,Thomas Smith,8,3,10
3112,MEX,12/7/21,Samuel Smith,7,3,8
3113,MEX,7/6/21,Alison Tapia,6,2,7
3114,MEX,2/6/21,Lindsey Matthews,6,2,9
3115,MEX,8/2/21,Ryan Pena,2,1,10
3116,US,23/10/2021,Linda Adkins,10,4,9
3117,MEX,30/03/2021,Tracy Cole,3,1,5
3118,UK,12/7/21,Nicole Hanson,7,3,10
3119,US,8/4/21,William Wood,4,2,0
3120,UK,1/5/21,William Brooks,5,2,6
3121,MEX,30/12/2021,Crystal Hayes,12,4,9
3122,UK,4/9/21,Mark Wilson,9,3,9
3123,US,20/07/2021,Kelli Martin,7,3,10
3124,US,27/08/2021,Paul Smith,8,3,9
3125,US,19/11/2021,Ronald Williams,11,4,1
3126,MEX,28/04/2021,Tonya Glover,4,2,10
3127,MEX,4/9/21,Becky Brown,9,3,8
3128,US,2/11/21,Cody Martinez,11,4,0
3129,MEX,8/12/21,Teresa Lee,12,4,5
3130,US,30/03/2021,Samuel Wilson,3,1,10
3131,MEX,16/08/2021,Sheila Bryan,8,3,2
3132,MEX,13/01/2021,Monica Jordan,1,1,10
3133,UK,14/05/2021,Matthew Morales,5,2,8
3134,UK,30/05/2021,Karen Duffy,5,2,5
3135,US,24/07/2021,Joel Schwartz,7,3,0
3136,MEX,7/11/21,Andrea Nunez,11,4,3
3137,US,27/01/2021,Timothy Smith,1,1,0
3138,US,7/11/21,Patricia Roy,11,4,0
3139,UK,18/02/2021,Devon Lynch,2,1,9
3140,UK,19/04/2021,Samantha Berry,4,2,10
3141,MEX,1/5/21,Kimberly Kidd,5,2,9
3142,UK,30/07/2021,Steven Ortiz,7,3,8
3143,US,25/02/2021,Marissa Ruiz,2,1,8
3144,UK,13/12/2021,Marissa Freeman,12,4,10
3145,MEX,28/09/2021,Robert Conway,9,3,8
3146,MEX,25/12/2021,Shirley Brown,12,4,10
3147,MEX,15/01/2021,Renee Avila,1,1,3
3148,UK,15/09/2021,Ryan Eaton,9,3,7
3149,UK,25/06/2021,Kyle Richardson,6,2,10
3150,MEX,15/11/2021,Mark Trevino,11,4,10
3151,MEX,24/12/2021,Karen Hernandez,12,4,10
3152,US,27/02/2021,Greg Ayala,2,1,3
3153,US,3/3/21,Brandon Long,3,1,7
3154,US,27/03/2021,Sara Boyd,3,1,7
3155,MEX,31/05/2021,Timothy Blackwell,5,2,1
3156,UK,13/03/2021,William Khan,3,1,7
3157,US,31/03/2021,Miranda Grimes,3,1,1
3158,US,10/3/21,Shannon Williams,3,1,4
3159,US,26/08/2021,Desiree Hart,8,3,1
3160,MEX,9/3/21,Amanda Walker,3,1,10
3161,US,3/1/21,Dawn Woodard,1,1,9
3162,US,20/08/2021,Victor May,8,3,8
3163,US,14/12/2021,Savannah Brown,12,4,10
3164,US,17/01/2021,Jamie Hardy,1,1,2
3165,UK,6/1/21,William Montgomery,1,1,7
3166,UK,24/01/2021,Hannah Thomas,1,1,10
3167,MEX,14/04/2021,Megan Lucas,4,2,7
3168,US,14/04/2021,Victoria Weaver,4,2,9
3169,UK,31/03/2021,Mr. Zachary Hart,3,1,6
3170,MEX,22/04/2021,Craig Perkins,4,2,10
3171,US,27/06/2021,Erica Johnson,6,2,10
3172,MEX,5/7/21,Sonya Evans,7,3,7
3173,US,26/12/2021,Colleen Taylor,12,4,9
3174,UK,21/03/2021,Brooke Guzman,3,1,10
3175,US,1/11/21,Evan Hood,11,4,1
3176,US,19/11/2021,Michael David Jr.,11,4,7
3177,UK,16/06/2021,Michael Riley,6,2,10
3178,UK,27/08/2021,Virginia Maldonado,8,3,8
3179,US,12/2/21,Katherine Ramsey,2,1,0
3180,US,26/10/2021,Anthony Reyes,10,4,2
3181,MEX,12/8/21,Ana Wong,8,3,10
3182,US,6/7/21,Carol Mcneil,7,3,10
3183,MEX,31/07/2021,Rebecca Mays,7,3,9
3184,UK,24/09/2021,Tammy Alvarez,9,3,2
3185,US,3/7/21,Michael Mack,7,3,1
3186,US,15/03/2021,Danielle Sullivan,3,1,0
3187,MEX,26/10/2021,Jason Navarro,10,4,0
3188,UK,25/07/2021,Monique Martinez,7,3,2
3189,MEX,8/5/21,Daniel Oneill,5,2,7
3190,US,3/5/21,Maria Holmes,5,2,9
3191,US,7/10/21,Amanda Evans,10,4,10
3192,UK,1/12/21,Kelly Lane,12,4,0
3193,UK,13/05/2021,Shawn Howard,5,2,0
3194,UK,24/06/2021,William Richardson,6,2,9
3195,US,10/5/21,Elizabeth Thomas,5,2,10
3196,UK,14/12/2021,Nicholas Hale,12,4,7
3197,MEX,28/05/2021,William Ward,5,2,10
3198,UK,17/09/2021,Joseph Jackson,9,3,9
3199,UK,15/09/2021,Joe Blake,9,3,9
3200,UK,2/5/21,Kelly Ellis,5,2,10
3201,UK,13/06/2021,Grant Martin,6,2,4
3202,US,23/05/2021,Sharon Moore,5,2,10
3203,UK,8/11/21,Robert Matthews,11,4,0
3204,US,28/09/2021,Charles Reed,9,3,0
3205,UK,13/11/2021,Jamie Fernandez,11,4,9
3206,UK,6/2/21,Natasha Shea,2,1,10
3207,UK,6/2/21,Angela Lewis,2,1,4
3208,MEX,21/11/2021,Bryan Hogan,11,4,1
3209,UK,21/06/2021,Donna Santos,6,2,5
3210,UK,28/09/2021,Andrew Watson,9,3,0
3211,UK,14/09/2021,Jean Lozano,9,3,1
3212,US,22/12/2021,Melissa Rosario,12,4,10
3213,US,7/11/21,Kimberly Perry,11,4,2
3214,UK,6/4/21,Michael Tran,4,2,10
3215,US,27/12/2021,Jasmine Moore,12,4,8
3216,US,13/03/2021,Christine West,3,1,0
3217,MEX,3/8/21,Rebecca Wilson,8,3,10
3218,UK,31/03/2021,Alexandra Atkinson,3,1,2
3219,US,7/7/21,Brittney Baker,7,3,0
3220,MEX,29/10/2021,Robert Howell,10,4,9
3221,MEX,28/10/2021,Dr. Alexander Huerta,10,4,10
3222,MEX,28/10/2021,Ashley Ward,10,4,8
3223,UK,26/05/2021,Kyle Sherman,5,2,10
3224,US,1/7/21,Richard Williams,7,3,10
3225,US,1/7/21,James Flores,7,3,7
3226,MEX,22/02/2021,Amy Campbell,2,1,10
3227,UK,23/11/2021,Tammy Garcia,11,4,7
3228,US,13/07/2021,Anthony Fernandez,7,3,9
3229,MEX,5/11/21,Rebecca Benson,11,4,8
3230,US,26/03/2021,Melissa Scott,3,1,9
3231,US,27/09/2021,Megan Montgomery,9,3,5
3232,UK,23/10/2021,Nathaniel Craig,10,4,10
3233,MEX,9/9/21,Karen Moore,9,3,8
3234,US,22/02/2021,Michael Russell,2,1,0
3235,MEX,2/10/21,Larry Kirk,10,4,9
3236,US,22/11/2021,Joshua Burke,11,4,0
3237,US,18/02/2021,Traci Hunt,2,1,8
3238,MEX,31/01/2021,Julia Quinn,1,1,6
3239,US,23/06/2021,Gail Hull,6,2,0
3240,UK,16/06/2021,Keith Andrade,6,2,6
3241,US,29/12/2021,Leslie Cooley,12,4,8
3242,MEX,19/04/2021,Mark Houston,4,2,10
3243,MEX,5/5/21,Russell Berry,5,2,9
3244,UK,17/02/2021,Christine French,2,1,10
3245,US,26/05/2021,Ryan Fleming,5,2,9
3246,MEX,7/1/21,Shane Cabrera,1,1,8
3247,UK,20/05/2021,Christopher Ho,5,2,3
3248,UK,6/10/21,Kelly Garrett,10,4,0
3249,MEX,21/04/2021,Mary Hoffman,4,2,10
3250,US,22/07/2021,Rachel Stephenson,7,3,0
3251,UK,17/05/2021,Ruben Thompson,5,2,6
3252,MEX,12/8/21,Mark Jones,8,3,10
3253,UK,4/6/21,William West,6,2,3
3254,MEX,21/01/2021,Albert Chapman,1,1,2
3255,MEX,5/8/21,Ashley Burton,8,3,1
3256,MEX,26/10/2021,Rebecca Curry,10,4,10
3257,UK,16/07/2021,Bill Harris,7,3,9
3258,MEX,28/11/2021,Justin Potter,11,4,10
3259,US,16/02/2021,James Johnson,2,1,7
3260,UK,12/4/21,Amy Ortega,4,2,8
3261,US,7/3/21,Daniel Coleman,3,1,7
3262,MEX,28/07/2021,Christopher Brown,7,3,0
3263,UK,19/09/2021,Gina Booth,9,3,7
3264,US,9/2/21,Jonathan Patel MD,2,1,0
3265,US,10/6/21,Denise Johnson MD,6,2,8
3266,MEX,1/7/21,Jesse Butler,7,3,0
3267,MEX,7/11/21,Lindsey Martin,11,4,5
